CodItem,DescItem,Ano
12414,6201005.Aparelho ortodôntico,2020
12435,6201007.Fisioterapeuta,2020
12436,6201010.Psicólogo,2020
7690,6202.Serviços laboratoriais e hospitalares,2020
7691,6202003.Exame de laboratório,2020
7692,6202004.Hospitalização e cirurgia,2020
12416,6202006.Exame de imagem,2020
7695,6203.Plano de saúde,2020
7696,6203001.Plano de saúde,2020
7697,63.Cuidados pessoais,2020
7698,6301.Higiene pessoal,2020
7699,6301001.Produto para cabelo,2020
12420,6301002.Fralda descartável,2020
101642,6301004.Produto para barba,2020
101644,6301006.Produto para pele,2020
107661,6301007.Produto para higiene bucal,2020
7703,6301010.Produto para unha,2020
7704,6301011.Perfume,2020
7707,6301014.Desodorante,2020
7708,6301015.Absorvente higiênico,2020
7709,6301016.Sabonete,2020
7710,6301017.Papel higiênico,2020
7711,6301020.Artigos de maquiagem,2020
7712,7.Despesas pessoais,2020
7713,71.Serviços pessoais,2020
7714,7101.Serviços pessoais,2020
7715,7101001.Costureira,2020
12421,7101005.Manicure,2020
7720,7101010.Empregado doméstico,2020
47654,7101011.Cabeleireiro e barbeiro,2020
7721,7101014.Depilação,2020
7723,7101034.Cartório,2020
7724,7101036.Despachante,2020
7727,7101076.Serviço bancário,2020
7728,7101090.Conselho de classe,2020
47655,7101144.Sobrancelha,2020
47656,72.Recreação e fumo,2020
7730,7201.Recreação,2020
7733,7201006.Clube,2020
7735,7201010.Instrumento musical,2020
47657,7201015.Tratamento de animais (clínica),2020
7736,7201019.Bicicleta,2020
107666,7201020.Alimento para animais,2020
7738,7201023.Brinquedo,2020
47658,7201054.Casa noturna,2020
107668,7201063.Jogos de azar,2020
7746,7201067.Material de caça e pesca,2020
47659,7201090.Hospedagem,2020
47660,7201095.Pacote turístico,2020
47661,7201256.Serviço de higiene para animais,2020
47662,"7201266.Cinema, teatro e concertos",2020
7758,7202.Fumo,2020
7759,7202041.Cigarro,2020
7766,8.Educação,2020
7767,"81.Cursos, leitura e papelaria",2020
12427,8101.Cursos regulares,2020
7769,8101001.Creche,2020
47663,8101002.Pré-escola,2020
107671,8101003.Ensino fundamental,2020
107672,8101004.Ensino médio,2020
107673,8101005.Ensino superior,2020
107674,8101006.Pós-graduação,2020
47664,8101008.Educação de jovens e adultos,2020
47665,8101045.Curso técnico,2020
7777,8102.Leitura,2020
7778,8102001.Jornal diário,2020
107676,8102004.Revista,2020
47666,8102007.Livro didático,2020
47667,8102008.Livro não didático,2020
7782,8103.Papelaria,2020
7783,8103001.Caderno,2020
7785,8103014.Artigos de papelaria,2020
107678,8104.Cursos diversos,2020
107679,8104001.Curso preparatório,2020
107681,8104003.Curso de idioma,2020
107682,8104004.Curso de informática,2020
107683,8104005.Autoescola,2020
12428,8104006.Atividades físicas,2020
7786,9.Comunicação,2020
7787,91.Comunicação,2020
7788,9101.Comunicação,2020
7789,9101001.Correio,2020
47668,9101002.Plano de telefonia fixa,2020
47669,9101008.Plano de telefonia móvel,2020
47670,9101010.Tv por assinatura,2020
107688,9101018.Acesso à internet,2020
7794,9101019.Aparelho telefônico,2020
47671,9101115.Serviços de streaming,2020
47672,"9101116.Combo de telefonia, internet e tv por assinatura",2020
