CodItem,DescItem,Ano
107622,1115006.Ervilha em conserva,2012
7406,1115016.Palmito em conserva,2012
7407,1115017.Pepino em conserva,2012
107624,1115039.Sardinha em conserva,2012
107625,1115050.Salsicha em conserva,2012
107626,1115051.Carne em conserva,2012
107627,1115053.Patê,2012
7411,1115056.Sopa desidratada,2012
7412,1115057.Azeitona,2012
107628,1115058.Milho-verde em conserva,2012
107630,1115075.Atum em conserva,2012
7415,1116.Sal e condimentos,2012
7416,1116001.Leite de coco,2012
109463,1116005.Atomatado,2012
7418,1116010.Alho,2012
12397,1116013.Sal,2012
7422,1116026.Fermento,2012
7423,1116033.Maionese,2012
7424,1116041.Vinagre,2012
7425,1116048.Caldo concentrado,2012
7428,1116071.Tempero misto,2012
7432,12.Alimentação fora do domicílio,2012
7433,1201.Alimentação fora do domicílio,2012
7434,1201001.Refeição,2012
7435,1201003.Lanche,2012
7436,1201005.Café da manhã,2012
107633,1201007.Refrigerante e água mineral,2012
7438,1201009.Cafezinho,2012
7440,1201048.Cerveja,2012
7443,1201051.Outras bebidas alcoólicas,2012
7444,1201061.Doces,2012
7445,2.Habitação,2012
7446,21.Encargos e manutenção,2012
7447,2101.Aluguel e taxas,2012
7448,2101001.Aluguel residencial,2012
7449,2101002.Condomínio,2012
7451,2101004.Taxa de água e esgoto,2012
7453,2101012.Mudança,2012
7454,2103.Reparos,2012
7455,2103005.Ferragens,2012
7456,2103008.Material de eletricidade,2012
7457,2103009.Material de pintura,2012
12433,2103012.Vidro,2012
7459,2103014.Tinta,2012
12398,2103032.Revestimento de piso e parede,2012
107638,2103039.Cimento,2012
107639,2103040.Tijolo,2012
107640,2103041.Material hidráulico,2012
107641,2103042.Mão de obra,2012
107642,2103048.Areia,2012
12399,2103055.Telha,2012
7461,2104.Artigos de limpeza,2012
7464,2104005.Água sanitária,2012
7465,2104008.Detergente,2012
7466,2104009.Sabão em pó,2012
7467,2104012.Desinfetante,2012
7468,2104013.Inseticida,2012
7470,2104015.Sabão em barra,2012
7471,2104016.Esponja de limpeza,2012
12400,2104032.Amaciante,2012
7479,22.Combustíveis e energia,2012
7480,2201.Combustíveis (domésticos),2012
7481,2201003.Carvão vegetal,2012
7482,2201004.Gás de botijão,2012
7483,2201005.Gás encanado,2012
7484,2202.Energia elétrica residencial,2012
7485,2202003.Energia elétrica residencial,2012
7486,3.Artigos de residência,2012
7487,31.Móveis e utensílios,2012
7488,3101.Mobiliário,2012
7489,3101002.Móvel para sala,2012
7490,3101003.Móvel para quarto,2012
7492,3101015.Móvel para copa e cozinha,2012
12401,3101016.Móvel infantil,2012
7493,3101017.Colchão,2012
7495,3102.Utensílios e enfeites,2012
7497,3102005.Tapete,2012
7498,3102006.Cortina,2012
12402,3102007.Utensílios de metal,2012
12403,3102009.Utensílios de vidro e louça,2012
107645,3102010.Utensílios de plástico,2012
7508,3102035.Flores naturais,2012
107646,3102040.Utensílios diversos,2012
7517,"3103.Cama, mesa e banho",2012
7518,3103001.Roupa de cama,2012
7520,3103003.Roupa de banho,2012
7521,32.Aparelhos eletroeletrônicos,2012
7522,3201.Eletrodomésticos e equipamentos,2012
7523,3201001.Refrigerador,2012
12434,3201002.Ar-condicionado,2012
7526,3201006.Máquina de lavar roupa,2012
7529,3201012.Liquidificador,2012
7530,3201013.Ventilador,2012
7531,3201021.Fogão,2012
7539,3201050.Chuveiro elétrico,2012
7540,3201065.Forno de micro-ondas,2012
7541,"3202.Tv, som e informática",2012
7542,3202001.Televisor,2012
7543,3202003.Aparelho de som,2012
107647,3202005.Aparelho de DVD,2012
12404,3202013.Antena,2012
7547,3202028.Microcomputador,2012
7548,33.Consertos e manutenção,2012
7549,3301.Consertos e manutenção,2012
12405,3301002.Conserto de refrigerador,2012
107648,3301006.Conserto de televisor,2012
7551,3301009.Conserto de aparelho de som,2012
12406,3301015.Conserto de máquina de lavar roupa,2012
7555,3301022.Reforma de estofado,2012
12407,3301044.Manutenção de microcomputador,2012
7558,4.Vestuário,2012
7559,41.Roupas,2012
7560,4101.Roupa masculina,2012
7561,4101002.Calça comprida masculina,2012
7562,4101004.Terno,2012
7563,4101005.Agasalho masculino,2012
7564,4101006.Short e bermuda masculina,2012
7565,4101008.Cueca,2012
107649,4101009.Camisa/camiseta masculina,2012
7572,4102.Roupa feminina,2012
7573,4102002.Calça comprida feminina,2012
7574,4102003.Agasalho feminino,2012
7575,4102004.Saia,2012
7576,4102005.Vestido,2012
7577,4102008.Blusa,2012
7579,4102010.Lingerie,2012
7582,4102013.Bermuda e short feminino,2012
7587,4103.Roupa infantil,2012
12408,4103001.Uniforme escolar,2012
7589,4103002.Calça comprida infantil,2012
7590,4103005.Agasalho infantil,2012
7591,4103007.Vestido infantil,2012
7592,4103008.Bermuda e short infantil,2012
107650,4103011.Camisa/camiseta infantil,2012
12409,4103031.Conjunto infantil,2012
7604,42.Calçados e acessórios,2012
7605,4201.Calçados e acessórios,2012
7606,4201002.Sapato masculino,2012
7607,4201003.Sapato feminino,2012
7608,4201004.Sapato infantil,2012
7609,4201006.Sandália / chinelo masculino,2012
7610,4201007.Sandália / chinelo feminino,2012
7611,4201008.Sandália / chinelo infantil,2012
107652,4201015.Bolsa,2012
7614,4201063.Tênis,2012
7615,43.Joias e bijuterias,2012
7616,4301.Joias e bijuterias,2012
7617,4301001.Bijuteria,2012
7618,4301002.Joia,2012
7619,4301004.Relógio de pulso,2012
7620,44.Tecidos e armarinho,2012
7621,4401.Tecidos e armarinho,2012
7622,4401001.Tecido,2012
7623,4401002.Artigos de armarinho,2012
7624,4401005.Acortinado (mosquiteiro),2012
7625,5.Transportes,2012
7626,51.Transportes,2012
7627,5101.Transporte público,2012
7628,5101001.Ônibus urbano,2012
7629,5101002.Táxi,2012
7630,5101004.Trem,2012
7631,5101006.Ônibus intermunicipal,2012
7632,5101007.Ônibus interestadual,2012
7634,5101010.Passagem aérea,2012
7635,5101011.Metrô,2012
12410,5101022.Transporte hidroviário,2012
7639,5101026.Transporte escolar,2012
7640,5102.Veículo próprio,2012
7641,5102001.Automóvel novo,2012
7642,5102004.Emplacamento e licença,2012
7643,5102005.Seguro voluntário de veículo,2012
107653,5102006.Multa,2012
7644,5102007.Óleo lubrificante,2012
7645,5102009.Acessórios e peças,2012
12411,5102010.Pneu,2012
7647,5102011.Conserto de automóvel,2012
7648,5102013.Estacionamento,2012
7649,5102015.Pedágio,2012
7650,5102019.Lubrificação e lavagem,2012
107654,5102020.Automóvel usado,2012
7653,5102037.Pintura de veículo,2012
107656,5102051.Aluguel de veículo,2012
7654,5102053.Motocicleta,2012
7656,5104.Combustíveis (veículos),2012
7657,5104001.Gasolina,2012
7658,5104002.Etanol,2012
7659,5104003.Óleo diesel,2012
107657,5104005.Gás veicular,2012
7660,6.Saúde e cuidados pessoais,2012
7661,61.Produtos farmacêuticos e óticos,2012
7662,6101.Produtos farmacêuticos,2012
7663,6101001.Anti-infeccioso e antibiótico,2012
7664,6101002.Analgésico e antitérmico,2012
7665,6101003.Anti-inflamatório e antirreumático,2012
7666,6101004.Antigripal e antitussígeno,2012
12412,6101006.Dermatológico,2012
7669,6101007.Antialérgico e broncodilatador,2012
7670,6101009.Gastroprotetor,2012
7671,6101010.Vitamina e fortificante,2012
107658,6101011.Hormônio,2012
7673,6101013.Psicotrópico e anorexígeno,2012
7674,6101014.Hipotensor e hipocolesterolêmico,2012
107659,6101051.Oftalmológico,2012
109464,6102.Produtos óticos,2012
7680,6102002.Armação de óculos,2012
7681,6102003.Óculos sem grau,2012
12413,6102011.Lentes de óculos e de contato,2012
7683,62.Serviços de saúde,2012
7684,6201.Serviços médicos e dentários,2012
7685,6201002.Médico,2012
7686,6201003.Dentista,2012
12414,6201005.Aparelho ortodôntico,2012
7688,6201006.Artigos ortopédicos,2012
12435,6201007.Fisioterapeuta,2012
12436,6201010.Psicólogo,2012
7690,6202.Serviços laboratoriais e hospitalares,2012
7691,6202003.Exame de laboratório,2012
7692,6202004.Hospitalização e cirurgia,2012
12416,6202006.Exame de imagem,2012
7695,6203.Plano de saúde,2012
7696,6203001.Plano de saúde,2012
7697,63.Cuidados pessoais,2012
7698,6301.Higiene pessoal,2012
7699,6301001.Produto para cabelo,2012
12420,6301002.Fralda descartável,2012
101642,6301004.Produto para barba,2012
101644,6301006.Produto para pele,2012
107661,6301007.Produto para higiene bucal,2012
7703,6301010.Produto para unha,2012
7704,6301011.Perfume,2012
7707,6301014.Desodorante,2012
7708,6301015.Absorvente higiênico,2012
7709,6301016.Sabonete,2012
7710,6301017.Papel higiênico,2012
7711,6301020.Artigos de maquiagem,2012
7712,7.Despesas pessoais,2012
7713,71.Serviços pessoais,2012
7714,7101.Serviços pessoais,2012
7715,7101001.Costureira,2012
12421,7101005.Manicure,2012
7719,7101009.Cabeleireiro,2012
7720,7101010.Empregado doméstico,2012
7721,7101014.Depilação,2012
7724,7101036.Despachante,2012
7727,7101076.Serviço bancário,2012
7728,7101090.Conselho de classe,2012
12422,"72.Recreação, fumo e fotografia",2012
7730,7201.Recreação,2012
7731,7201001.Cinema,2012
12423,7201002.CD e DVD,2012
7732,7201003.Ingresso para jogo,2012
7733,7201006.Clube,2012
7735,7201010.Instrumento musical,2012
12424,7201018.Tratamento de animais,2012
7736,7201019.Bicicleta,2012
107666,7201020.Alimento para animais,2012
7738,7201023.Brinquedo,2012
12425,7201052.Locação de DVD,2012
12426,7201054.Boate e danceteria,2012
107668,7201063.Jogos de azar,2012
7747,7201068.Motel,2012
7753,7201090.Hotel,2012
7756,7201095.Excursão,2012
7758,7202.Fumo,2012
7759,7202041.Cigarro,2012
7760,7203.Fotografia e filmagem,2012
7761,7203001.Máquina fotográfica,2012
7763,7203003.Revelação e cópia,2012
7766,8.Educação,2012
7767,"81.Cursos, leitura e papelaria",2012
12427,8101.Cursos regulares,2012
7769,8101001.Creche,2012
107670,8101002.Educação infantil,2012
107671,8101003.Ensino fundamental,2012
107672,8101004.Ensino médio,2012
107673,8101005.Ensino superior,2012
107674,8101006.Pós-graduação,2012
7777,8102.Leitura,2012
7778,8102001.Jornal diário,2012
7779,8102002.Assinatura de jornal,2012
107676,8102004.Revista,2012
107677,8102005.Livro,2012
7782,8103.Papelaria,2012
7783,8103001.Caderno,2012
7784,8103002.Fotocópia,2012
7785,8103014.Artigos de papelaria,2012
107678,8104.Cursos diversos,2012
107679,8104001.Curso preparatório,2012
107680,8104002.Curso técnico,2012
107681,8104003.Curso de idioma,2012
107682,8104004.Curso de informática,2012
107683,8104005.Autoescola,2012
12428,8104006.Atividades físicas,2012
7786,9.Comunicação,2012
7787,91.Comunicação,2012
7788,9101.Comunicação,2012
7789,9101001.Correio,2012
7790,9101002.Telefone fixo,2012
7791,9101003.Telefone público,2012
7792,9101008.Telefone celular,2012
107688,9101018.Acesso à internet,2012
7794,9101019.Aparelho telefônico,2012
12429,9101021.Telefone com internet - pacote,2012
12430,9101022.TV por assinatura com internet,2012
